origin_iso3,dest_iso3,commodity,value_usd,period_year,period_quarter
KOR,GBR,semis,2510600162,2024,2
KOR,GBR,pharma,332168537,2024,4
KOR,GBR,food,343042214,2024,3
KOR,GBR,industrial_metals,652362732,2024,4
KOR,GBR,vehicles,1002489469,2024,1
KOR,GBR,agriculture,296309125,2024,4
KOR,GBR,chemicals,559994794,2024,1
KOR,GBR,textiles,262344658,2024,1
KOR,GBR,other,3518245657,2024,2
KOR,NLD,energy,308481508,2024,1
KOR,NLD,semis,2502541988,2024,1
KOR,NLD,pharma,188145025,2024,1
KOR,NLD,food,284523256,2024,3
KOR,NLD,industrial_metals,859942923,2024,1
KOR,NLD,vehicles,971586979,2024,3
KOR,NLD,agriculture,249940862,2024,3
KOR,NLD,chemicals,475180736,2024,2
KOR,NLD,textiles,203049648,2024,2
KOR,NLD,other,2741184224,2024,2
KOR,FRA,energy,212859663,2024,1
KOR,FRA,semis,1423257856,2024,1
KOR,FRA,pharma,272207837,2024,4
KOR,FRA,food,156769083,2024,1
KOR,FRA,industrial_metals,467785943,2024,4
KOR,FRA,vehicles,868429055,2024,1
KOR,FRA,agriculture,221072586,2024,4
KOR,FRA,chemicals,455508406,2024,2
KOR,FRA,textiles,203109416,2024,3
KOR,FRA,other,2049480664,2024,3
KOR,ITA,energy,239846574,2024,4
KOR,ITA,semis,2000695384,2024,3
KOR,ITA,pharma,182139064,2024,3
KOR,ITA,food,162547719,2024,2
KOR,ITA,industrial_metals,562305388,2024,3
KOR,ITA,vehicles,835154479,2024,4
KOR,ITA,agriculture,240088364,2024,2
KOR,ITA,chemicals,388056101,2024,3
KOR,ITA,textiles,204336951,2024,2
KOR,ITA,other,1803494440,2024,2
KOR,BRA,energy,132099237,2024,1
KOR,BRA,semis,1069238096,2024,1
KOR,BRA,pharma,168713662,2024,2
KOR,BRA,food,166439489,2024,3
KOR,BRA,industrial_metals,523265298,2024,3
KOR,BRA,vehicles,663381906,2024,4
KOR,BRA,agriculture,131592509,2024,1
KOR,BRA,chemicals,357709540,2024,2
KOR,BRA,textiles,107989303,2024,1
KOR,BRA,other,1241109387,2024,3
KOR,CAN,energy,149415537,2024,2
KOR,CAN,semis,1250312833,2024,1
KOR,CAN,pharma,180080260,2024,4
KOR,CAN,food,197696590,2024,4
KOR,CAN,industrial_metals,607439030,2024,1
KOR,CAN,vehicles,746881745,2024,2
KOR,CAN,agriculture,166323779,2024,3
KOR,CAN,chemicals,266294530,2024,3
KOR,CAN,textiles,134593388,2024,3
KOR,CAN,other,1460907886,2024,3
KOR,RUS,energy,92954245,2024,2
KOR,RUS,semis,964252761,2024,2
KOR,RUS,pharma,104666184,2024,1
KOR,RUS,food,100946439,2024,3
KOR,RUS,industrial_metals,273154443,2024,1
KOR,RUS,vehicles,661120530,2024,2
KOR,RUS,agriculture,133018872,2024,2
KOR,RUS,chemicals,345597196,2024,1
KOR,RUS,textiles,139468401,2024,4
KOR,RUS,other,1519915159,2024,1
KOR,ARE,energy,177463504,2024,1
KOR,ARE,semis,1292416721,2024,4
KOR,ARE,pharma,115395299,2024,3
KOR,ARE,food,96039813,2024,3
KOR,ARE,industrial_metals,347165748,2024,2
KOR,ARE,vehicles,614475592,2024,2
KOR,ARE,agriculture,127810770,2024,4
KOR,ARE,chemicals,292832924,2024,1
KOR,ARE,textiles,129294987,2024,2
KOR,ARE,other,1324760220,2024,2
KOR,SAU,energy,98442934,2024,4
KOR,SAU,semis,1110127080,2024,3
KOR,SAU,pharma,133214548,2024,1
KOR,SAU,food,77523545,2024,4
KOR,SAU,industrial_metals,207378311,2024,2
KOR,SAU,vehicles,533582363,2024,1
KOR,SAU,agriculture,98709748,2024,2
KOR,SAU,chemicals,278407901,2024,1
KOR,SAU,textiles,102335066,2024,3
KOR,SAU,other,967238680,2024,3
KOR,POL,energy,96288803,2024,4
KOR,POL,semis,733219101,2024,1
KOR,POL,pharma,112265253,2024,4
KOR,POL,food,75355464,2024,2
KOR,POL,industrial_metals,326670097,2024,2
KOR,POL,vehicles,314132208,2024,3
KOR,POL,agriculture,88144953,2024,1
KOR,POL,chemicals,201866417,2024,1
KOR,POL,textiles,86081283,2024,2
KOR,POL,other,1217404907,2024,3
KOR,TUR,energy,68819990,2024,3
KOR,TUR,semis,710349392,2024,1
KOR,TUR,pharma,115010331,2024,3
KOR,TUR,food,103217797,2024,1
KOR,TUR,industrial_metals,270828409,2024,3
KOR,TUR,vehicles,327907656,2024,1
KOR,TUR,agriculture,103079335,2024,1
KOR,TUR,chemicals,240479601,2024,4
KOR,TUR,textiles,89673231,2024,3
KOR,TUR,other,751177476,2024,1
KOR,ESP,energy,73930264,2024,4
KOR,ESP,semis,581523876,2024,1
KOR,ESP,pharma,89159053,2024,3
KOR,ESP,food,85046420,2024,3
KOR,ESP,industrial_metals,252229819,2024,1
KOR,ESP,vehicles,286893596,2024,1
KOR,ESP,agriculture,63700874,2024,1
KOR,ESP,chemicals,215416322,2024,3
KOR,ESP,textiles,60756326,2024,2
KOR,ESP,other,995892009,2024,3
KOR,BEL,energy,83211163,2024,4
KOR,BEL,semis,829551882,2024,2
KOR,BEL,pharma,74896348,2024,1
KOR,BEL,food,88448912,2024,2
KOR,BEL,industrial_metals,177264117,2024,3
KOR,BEL,vehicles,350531095,2024,2
KOR,BEL,agriculture,63220192,2024,2
KOR,BEL,chemicals,164638881,2024,4
KOR,BEL,textiles,79097179,2024,3
KOR,BEL,other,804541979,2024,2
KOR,AUT,energy,56862498,2024,1
KOR,AUT,semis,620142676,2024,4
KOR,AUT,pharma,74583656,2024,4
KOR,AUT,food,81751879,2024,2
KOR,AUT,industrial_metals,137165546,2024,3
KOR,AUT,vehicles,269126719,2024,2
KOR,AUT,agriculture,75694575,2024,1
KOR,AUT,chemicals,159179558,2024,1
KOR,AUT,textiles,63137787,2024,1
KOR,AUT,other,742536909,2024,1
KOR,CHE,energy,58741327,2024,4
KOR,CHE,semis,424293147,2024,3
KOR,CHE,pharma,84925646,2024,2
KOR,CHE,food,50467935,2024,4
KOR,CHE,industrial_metals,216131198,2024,1
KOR,CHE,vehicles,329509967,2024,4
KOR,CHE,agriculture,52161770,2024,2
KOR,CHE,chemicals,164306015,2024,2
KOR,CHE,textiles,78736642,2024,3
KOR,CHE,other,797274907,2024,4
KOR,NOR,energy,65424000,2024,1
KOR,NOR,semis,519985165,2024,2
KOR,NOR,pharma,87695645,2024,2
KOR,NOR,food,83918013,2024,1
KOR,NOR,industrial_metals,200520499,2024,1
KOR,NOR,vehicles,242621910,2024,4
KOR,NOR,agriculture,59840254,2024,4
KOR,NOR,chemicals,190772909,2024,4
KOR,NOR,textiles,56717585,2024,4
KOR,NOR,other,653578888,2024,4
KOR,SWE,energy,77199709,2024,2
KOR,SWE,semis,568114851,2024,4
KOR,SWE,pharma,76769915,2024,3
KOR,SWE,food,83814422,2024,1
KOR,SWE,industrial_metals,150355758,2024,2
KOR,SWE,vehicles,258749566,2024,2
KOR,SWE,agriculture,61405981,2024,4
KOR,SWE,chemicals,139731290,2024,3
KOR,SWE,textiles,57908513,2024,4
KOR,SWE,other,731518243,2024,4
KOR,DNK,energy,51831027,2024,3
KOR,DNK,semis,459044075,2024,1
KOR,DNK,pharma,36814168,2024,3
KOR,DNK,food,40826120,2024,4
KOR,DNK,industrial_metals,102989511,2024,1
KOR,DNK,vehicles,222947806,2024,3
KOR,DNK,agriculture,36564832,2024,2
KOR,DNK,chemicals,99434519,2024,2
KOR,DNK,textiles,37941576,2024,1
KOR,DNK,other,626231890,2024,1
KOR,FIN,energy,61862011,2024,2
KOR,FIN,semis,517844069,2024,2
KOR,FIN,pharma,77140651,2024,2
KOR,FIN,food,56481308,2024,3
KOR,FIN,industrial_metals,150492942,2024,2
KOR,FIN,vehicles,191497197,2024,1
KOR,FIN,agriculture,46156670,2024,4
KOR,FIN,chemicals,165966691,2024,2
KOR,FIN,textiles,60905742,2024,3
KOR,FIN,other,486423406,2024,3
KOR,IRL,energy,72481121,2024,2
KOR,IRL,semis,401633101,2024,4
KOR,IRL,pharma,60621014,2024,2
KOR,IRL,food,53496696,2024,2
KOR,IRL,industrial_metals,211566361,2024,1
KOR,IRL,vehicles,290415534,2024,4
KOR,IRL,agriculture,82005324,2024,1
KOR,IRL,chemicals,146577747,2024,4
KOR,IRL,textiles,59573705,2024,2
KOR,IRL,other,804448945,2024,1
KOR,ZAF,energy,76066448,2024,3
KOR,ZAF,semis,467759976,2024,4
KOR,ZAF,pharma,65141723,2024,2
KOR,ZAF,food,65514630,2024,1
KOR,ZAF,industrial_metals,176533667,2024,3
KOR,ZAF,vehicles,200097325,2024,1
KOR,ZAF,agriculture,68571645,2024,1
KOR,ZAF,chemicals,109011481,2024,2
KOR,ZAF,textiles,44738755,2024,3
KOR,ZAF,other,727048242,2024,4
KOR,EGY,energy,72611280,2024,3
KOR,EGY,semis,413739046,2024,4
KOR,EGY,pharma,46471885,2024,3
KOR,EGY,food,60186046,2024,2
KOR,EGY,industrial_metals,142520687,2024,2
KOR,EGY,vehicles,256273195,2024,3
KOR,EGY,agriculture,69145118,2024,2
KOR,EGY,chemicals,104665935,2024,4
KOR,EGY,textiles,61492115,2024,2
KOR,EGY,other,522036695,2024,3
KOR,NGA,energy,57964782,2024,2
KOR,NGA,semis,441868532,2024,3
KOR,NGA,pharma,64188150,2024,3
KOR,NGA,food,47281810,2024,1
KOR,NGA,industrial_metals,117123411,2024,2
KOR,NGA,vehicles,219762279,2024,2
KOR,NGA,agriculture,71506803,2024,4
KOR,NGA,chemicals,167801835,2024,1
KOR,NGA,textiles,63177349,2024,3
KOR,NGA,other,768512407,2024,1
KOR,MAR,energy,47541105,2024,2
KOR,MAR,semis,484754941,2024,2
KOR,MAR,pharma,64148864,2024,2
KOR,MAR,food,78934231,2024,4
KOR,MAR,industrial_metals,175706660,2024,3
KOR,MAR,vehicles,223101235,2024,3
KOR,MAR,agriculture,60909478,2024,2
KOR,MAR,chemicals,116387145,2024,2
KOR,MAR,textiles,62635854,2024,1
KOR,MAR,other,568181129,2024,1
KOR,CHL,energy,71337557,2024,4
KOR,CHL,semis,479579236,2024,1
KOR,CHL,pharma,78067022,2024,1
KOR,CHL,food,76833579,2024,3
KOR,CHL,industrial_metals,176629516,2024,1
KOR,CHL,vehicles,254153461,2024,1
KOR,CHL,agriculture,92091650,2024,1
KOR,CHL,chemicals,173459139,2024,1
KOR,CHL,textiles,74973363,2024,1
KOR,CHL,other,971545799,2024,2
ITA,DEU,energy,1764694905,2024,3
ITA,DEU,semis,1975456634,2024,1
ITA,DEU,pharma,1555943086,2024,3
ITA,DEU,food,3046838500,2024,2
ITA,DEU,industrial_metals,1961433476,2024,1
ITA,DEU,vehicles,2406496430,2024,3
ITA,DEU,agriculture,1985336910,2024,3
ITA,DEU,chemicals,1928710607,2024,3
ITA,DEU,textiles,3606524506,2024,3
ITA,DEU,other,15652880295,2024,3
ITA,FRA,energy,1844934180,2024,1
ITA,FRA,semis,1084086203,2024,4
ITA,FRA,pharma,1543729408,2024,1
ITA,FRA,food,2892141064,2024,3
ITA,FRA,industrial_metals,2491552864,2024,1
ITA,FRA,vehicles,2295603187,2024,4
ITA,FRA,agriculture,1645011884,2024,3
ITA,FRA,chemicals,1936853198,2024,3
ITA,FRA,textiles,2669949662,2024,4
ITA,FRA,other,12644398452,2024,2
ITA,USA,energy,2286778869,2024,3
ITA,USA,semis,2029371799,2024,4
ITA,USA,pharma,2122897680,2024,2
ITA,USA,food,2195033413,2024,1
ITA,USA,industrial_metals,2427025347,2024,3
ITA,USA,vehicles,2614091198,2024,1
ITA,USA,agriculture,1662811245,2024,4
ITA,USA,chemicals,1683819412,2024,1
ITA,USA,textiles,4145655899,2024,2
ITA,USA,other,14582956103,2024,3
ITA,ESP,energy,1407633627,2024,1
ITA,ESP,semis,1082499101,2024,2
ITA,ESP,pharma,1556235125,2024,3
ITA,ESP,food,2993865716,2024,3
ITA,ESP,industrial_metals,2136833862,2024,4
ITA,ESP,vehicles,1818182433,2024,2
ITA,ESP,agriculture,1307809610,2024,1
ITA,ESP,chemicals,1193317212,2024,4
ITA,ESP,textiles,2962762717,2024,3
ITA,ESP,other,10570172737,2024,3
ITA,GBR,energy,1053847497,2024,3
ITA,GBR,semis,1235504001,2024,3
ITA,GBR,pharma,1223310817,2024,1
ITA,GBR,food,2129603960,2024,3
ITA,GBR,industrial_metals,1193905076,2024,4
ITA,GBR,vehicles,2036038181,2024,3
ITA,GBR,agriculture,1026299884,2024,3
ITA,GBR,chemicals,1434079063,2024,4
ITA,GBR,textiles,2288934016,2024,4
ITA,GBR,other,10428369779,2024,3
ITA,CHE,energy,1057356338,2024,2
ITA,CHE,semis,815552317,2024,3
ITA,CHE,pharma,1168309104,2024,3
ITA,CHE,food,2027755798,2024,3
ITA,CHE,industrial_metals,1572419866,2024,1
ITA,CHE,vehicles,958673480,2024,1
ITA,CHE,agriculture,1104524951,2024,4
ITA,CHE,chemicals,925728036,2024,4
ITA,CHE,textiles,2070308626,2024,3
ITA,CHE,other,9258657881,2024,1
ITA,BEL,energy,869926319,2024,2
ITA,BEL,semis,1036441264,2024,4
ITA,BEL,pharma,958419533,2024,4
ITA,BEL,food,1330181654,2024,3
ITA,BEL,industrial_metals,1370774273,2024,1
ITA,BEL,vehicles,834415441,2024,1
ITA,BEL,agriculture,721681256,2024,4
ITA,BEL,chemicals,724374354,2024,3
ITA,BEL,textiles,2076474756,2024,2
ITA,BEL,other,10578064885,2024,2
ITA,POL,energy,882038299,2024,2
ITA,POL,semis,1007622595,2024,4
ITA,POL,pharma,581793734,2024,3
ITA,POL,food,1064506104,2024,2
ITA,POL,industrial_metals,964890814,2024,1
ITA,POL,vehicles,1130795939,2024,4
ITA,POL,agriculture,792623516,2024,4
ITA,POL,chemicals,903029257,2024,4
ITA,POL,textiles,1375566711,2024,4
ITA,POL,other,9818050784,2024,2
ITA,CHN,energy,637955061,2024,4
ITA,CHN,semis,852303744,2024,2
ITA,CHN,pharma,589349840,2024,1
ITA,CHN,food,974981375,2024,2
ITA,CHN,industrial_metals,896334413,2024,3
ITA,CHN,vehicles,1054376743,2024,3
ITA,CHN,agriculture,606609961,2024,3
ITA,CHN,chemicals,974407620,2024,1
ITA,CHN,textiles,1249449397,2024,2
ITA,CHN,other,7311697618,2024,3
ITA,NLD,energy,875483466,2024,3
ITA,NLD,semis,731776617,2024,4
ITA,NLD,pharma,840026699,2024,4
ITA,NLD,food,1516016109,2024,3
ITA,NLD,industrial_metals,943734361,2024,4
ITA,NLD,vehicles,1367451564,2024,3
ITA,NLD,agriculture,648093685,2024,3
ITA,NLD,chemicals,890603333,2024,4
ITA,NLD,textiles,1528390940,2024,3
ITA,NLD,other,9527381948,2024,4
ITA,AUT,energy,653665899,2024,1
ITA,AUT,semis,729161808,2024,4
ITA,AUT,pharma,714334521,2024,4
ITA,AUT,food,933327122,2024,2
ITA,AUT,industrial_metals,1021406630,2024,2
ITA,AUT,vehicles,1223849358,2024,1
ITA,AUT,agriculture,988175953,2024,2
ITA,AUT,chemicals,962969911,2024,2
ITA,AUT,textiles,1923659422,2024,1
ITA,AUT,other,10184800084,2024,2
ITA,TUR,energy,752325745,2024,4
ITA,TUR,semis,746407935,2024,3
ITA,TUR,pharma,544727116,2024,2
ITA,TUR,food,1211538738,2024,2
ITA,TUR,industrial_metals,856181748,2024,3
ITA,TUR,vehicles,770051794,2024,1
ITA,TUR,agriculture,773279747,2024,2
ITA,TUR,chemicals,483293128,2024,4
ITA,TUR,textiles,1372390492,2024,1
ITA,TUR,other,7467336267,2024,2
ITA,JPN,energy,431701763,2024,4
ITA,JPN,semis,437666408,2024,3
ITA,JPN,pharma,496860101,2024,3
ITA,JPN,food,1045592828,2024,3
ITA,JPN,industrial_metals,728707591,2024,3
ITA,JPN,vehicles,727630718,2024,3
ITA,JPN,agriculture,502925967,2024,1
ITA,JPN,chemicals,464540588,2024,1
ITA,JPN,textiles,818253161,2024,1
ITA,JPN,other,4796345579,2024,2
ITA,KOR,energy,498689680,2024,4
ITA,KOR,semis,359462446,2024,2
ITA,KOR,pharma,588269988,2024,4
ITA,KOR,food,845716544,2024,1
ITA,KOR,industrial_metals,704507222,2024,3
ITA,KOR,vehicles,525245833,2024,1
ITA,KOR,agriculture,407093920,2024,1
ITA,KOR,chemicals,554898579,2024,1
ITA,KOR,textiles,1109006324,2024,4
ITA,KOR,other,5729268944,2024,2
ITA,BRA,energy,484591977,2024,3
ITA,BRA,semis,689875614,2024,3
ITA,BRA,pharma,526047499,2024,2
ITA,BRA,food,721115833,2024,4
ITA,BRA,industrial_metals,821478063,2024,3
ITA,BRA,vehicles,509273068,2024,1
ITA,BRA,agriculture,676583921,2024,3
ITA,BRA,chemicals,443105406,2024,3
ITA,BRA,textiles,1245149488,2024,2
ITA,BRA,other,4029269322,2024,4
ITA,MEX,energy,350917120,2024,2
ITA,MEX,semis,420164099,2024,3
ITA,MEX,pharma,454146857,2024,3
ITA,MEX,food,892447868,2024,4
ITA,MEX,industrial_metals,518941915,2024,1
ITA,MEX,vehicles,588416114,2024,1
ITA,MEX,agriculture,344290475,2024,1
ITA,MEX,chemicals,508285746,2024,2
ITA,MEX,textiles,875013889,2024,1
ITA,MEX,other,4674271030,2024,2
ITA,CAN,energy,512860987,2024,3
ITA,CAN,semis,436161631,2024,4
ITA,CAN,pharma,396840743,2024,2
ITA,CAN,food,649706760,2024,3
ITA,CAN,industrial_metals,401729522,2024,3
ITA,CAN,vehicles,483731291,2024,1
ITA,CAN,agriculture,515119457,2024,4
ITA,CAN,chemicals,491215910,2024,4
ITA,CAN,textiles,1013685613,2024,4
ITA,CAN,other,3466467551,2024,3
ITA,IND,energy,216242680,2024,4
ITA,IND,semis,259148050,2024,1
ITA,IND,pharma,372888796,2024,1
ITA,IND,food,542308333,2024,3
ITA,IND,industrial_metals,352387098,2024,1
ITA,IND,vehicles,467523925,2024,1
ITA,IND,agriculture,247597675,2024,3
ITA,IND,chemicals,233213084,2024,1
ITA,IND,textiles,435519188,2024,4
ITA,IND,other,3078988940,2024,1
ITA,SGP,energy,262324714,2024,4
ITA,SGP,semis,247072848,2024,3
ITA,SGP,pharma,309817417,2024,2
ITA,SGP,food,519875178,2024,4
ITA,SGP,industrial_metals,263130832,2024,4
ITA,SGP,vehicles,271162675,2024,1
ITA,SGP,agriculture,192383187,2024,3
ITA,SGP,chemicals,312659611,2024,4
ITA,SGP,textiles,532131471,2024,4
ITA,SGP,other,2855588829,2024,2
ITA,ARE,energy,327966881,2024,2
ITA,ARE,semis,292843343,2024,4
ITA,ARE,pharma,251551747,2024,1
ITA,ARE,food,341599634,2024,1
ITA,ARE,industrial_metals,273244722,2024,2
ITA,ARE,vehicles,284013089,2024,4
ITA,ARE,agriculture,234542762,2024,2
ITA,ARE,chemicals,217043956,2024,3
ITA,ARE,textiles,427175332,2024,3
ITA,ARE,other,3726238316,2024,2
ITA,SAU,energy,182698685,2024,1
ITA,SAU,semis,216891789,2024,3
ITA,SAU,pharma,181773469,2024,1
ITA,SAU,food,295078092,2024,3
ITA,SAU,industrial_metals,254116683,2024,3
ITA,SAU,vehicles,346076561,2024,4
ITA,SAU,agriculture,204494221,2024,3
ITA,SAU,chemicals,270323340,2024,2
ITA,SAU,textiles,344355217,2024,2
ITA,SAU,other,2153795236,2024,1
ITA,RUS,energy,193210252,2024,1
ITA,RUS,semis,168188070,2024,2
ITA,RUS,pharma,196811891,2024,3
ITA,RUS,food,367011828,2024,2
ITA,RUS,industrial_metals,278657568,2024,2
ITA,RUS,vehicles,272362181,2024,4
ITA,RUS,agriculture,215878025,2024,1
ITA,RUS,chemicals,164294214,2024,3
ITA,RUS,textiles,254710942,2024,2
ITA,RUS,other,1640809061,2024,2
ITA,ROU,energy,178725218,2024,2
ITA,ROU,semis,147509308,2024,4
ITA,ROU,pharma,158791871,2024,1
ITA,ROU,food,220501579,2024,4
ITA,ROU,industrial_metals,176191211,2024,3
ITA,ROU,vehicles,247265507,2024,1
ITA,ROU,agriculture,236003139,2024,1
ITA,ROU,chemicals,206442758,2024,4
ITA,ROU,textiles,281444348,2024,2
ITA,ROU,other,2354148814,2024,4
ITA,HUN,energy,109751564,2024,4
ITA,HUN,semis,129845122,2024,3
ITA,HUN,pharma,114618136,2024,4
ITA,HUN,food,238107586,2024,1
ITA,HUN,industrial_metals,148065244,2024,4
ITA,HUN,vehicles,157020944,2024,3
ITA,HUN,agriculture,168977919,2024,1
ITA,HUN,chemicals,131226648,2024,3
ITA,HUN,textiles,306984873,2024,4
ITA,HUN,other,1296045552,2024,1
ITA,CZE,energy,179414057,2024,3
ITA,CZE,semis,136179548,2024,3
ITA,CZE,pharma,185951330,2024,1
ITA,CZE,food,215802459,2024,4
ITA,CZE,industrial_metals,231528019,2024,4
ITA,CZE,vehicles,163462278,2024,2
ITA,CZE,agriculture,155726669,2024,1
ITA,CZE,chemicals,134881429,2024,2
ITA,CZE,textiles,263284810,2024,4
ITA,CZE,other,1836425536,2024,4
ITA,SWE,energy,102437085,2024,3
ITA,SWE,semis,115891977,2024,4
ITA,SWE,pharma,107834409,2024,3
ITA,SWE,food,162448395,2024,4
ITA,SWE,industrial_metals,198357539,2024,4
ITA,SWE,vehicles,235356674,2024,2
ITA,SWE,agriculture,142845554,2024,1
ITA,SWE,chemicals,131360282,2024,1
ITA,SWE,textiles,297554728,2024,4
ITA,SWE,other,1678910575,2024,3
ITA,DNK,energy,90539793,2024,4
ITA,DNK,semis,135388617,2024,1
ITA,DNK,pharma,109868514,2024,2
ITA,DNK,food,119792217,2024,1
ITA,DNK,industrial_metals,149310772,2024,2
ITA,DNK,vehicles,165593049,2024,3
ITA,DNK,agriculture,79464273,2024,3
ITA,DNK,chemicals,126822962,2024,2
ITA,DNK,textiles,234275626,2024,4
ITA,DNK,other,1301297288,2024,3
ITA,NOR,energy,140427543,2024,3
ITA,NOR,semis,96164620,2024,4
ITA,NOR,pharma,105242988,2024,1
ITA,NOR,food,221695148,2024,4
ITA,NOR,industrial_metals,195341318,2024,2
ITA,NOR,vehicles,180854427,2024,3
ITA,NOR,agriculture,132143314,2024,4
ITA,NOR,chemicals,130791885,2024,3
ITA,NOR,textiles,215206806,2024,4
ITA,NOR,other,1583755531,2024,1
ITA,FIN,energy,112982454,2024,4
ITA,FIN,semis,156062670,2024,3
ITA,FIN,pharma,140836984,2024,1
ITA,FIN,food,230250262,2024,2
ITA,FIN,industrial_metals,195959614,2024,1
ITA,FIN,vehicles,148253718,2024,4
ITA,FIN,agriculture,124004273,2024,3
ITA,FIN,chemicals,108334855,2024,3
ITA,FIN,textiles,200096321,2024,4
ITA,FIN,other,1260933494,2024,4
ITA,IRL,energy,115754865,2024,1
ITA,IRL,semis,142032081,2024,3
ITA,IRL,pharma,111035034,2024,2
ITA,IRL,food,180683588,2024,2
ITA,IRL,industrial_metals,161424990,2024,1
ITA,IRL,vehicles,101955321,2024,2
ITA,IRL,agriculture,127856616,2024,4
ITA,IRL,chemicals,138247379,2024,1
ITA,IRL,textiles,212685412,2024,4
ITA,IRL,other,1198249879,2024,2
ITA,PRT,energy,139156178,2024,3
ITA,PRT,semis,86198180,2024,2
ITA,PRT,pharma,128909810,2024,2
ITA,PRT,food,150559301,2024,4
ITA,PRT,industrial_metals,145262515,2024,4
ITA,PRT,vehicles,120986812,2024,4
ITA,PRT,agriculture,119699360,2024,4
ITA,PRT,chemicals,76133189,2024,2
ITA,PRT,textiles,260234349,2024,2
ITA,PRT,other,862625946,2024,2
ITA,GRC,energy,86536824,2024,1
ITA,GRC,semis,146414220,2024,4
ITA,GRC,pharma,154446214,2024,4
ITA,GRC,food,221711088,2024,1
ITA,GRC,industrial_metals,114661293,2024,2
ITA,GRC,vehicles,119551737,2024,1
ITA,GRC,agriculture,99308257,2024,3
ITA,GRC,chemicals,117639944,2024,1
ITA,GRC,textiles,252586772,2024,3
ITA,GRC,other,1334758215,2024,3
ITA,SVK,energy,132754014,2024,1
ITA,SVK,semis,76950100,2024,2
ITA,SVK,pharma,105843152,2024,4
ITA,SVK,food,136157122,2024,2
ITA,SVK,industrial_metals,122914707,2024,4
ITA,SVK,vehicles,137734845,2024,2
ITA,SVK,agriculture,128671870,2024,1
ITA,SVK,chemicals,96867032,2024,4
ITA,SVK,textiles,260752218,2024,1
ITA,SVK,other,1352746409,2024,2
ITA,SVN,energy,115280200,2024,2
ITA,SVN,semis,81143610,2024,3
ITA,SVN,pharma,129133988,2024,4
ITA,SVN,food,236120671,2024,3
ITA,SVN,industrial_metals,135456779,2024,1
ITA,SVN,vehicles,149971645,2024,1
ITA,SVN,agriculture,132581736,2024,4
ITA,SVN,chemicals,134506263,2024,2
ITA,SVN,textiles,234015571,2024,3
ITA,SVN,other,1106934462,2024,3
ITA,HRV,energy,102422056,2024,1
ITA,HRV,semis,106266994,2024,4
ITA,HRV,pharma,81306505,2024,1
ITA,HRV,food,136782095,2024,2
ITA,HRV,industrial_metals,100500576,2024,1
ITA,HRV,vehicles,124849243,2024,1
ITA,HRV,agriculture,126216887,2024,4
ITA,HRV,chemicals,120304808,2024,1
ITA,HRV,textiles,256649686,2024,4
ITA,HRV,other,885511969,2024,3
ITA,BGR,energy,85802700,2024,3
ITA,BGR,semis,95674847,2024,3
ITA,BGR,pharma,106317886,2024,2
ITA,BGR,food,99157953,2024,3
ITA,BGR,industrial_metals,137974849,2024,1
ITA,BGR,vehicles,117819726,2024,4
ITA,BGR,agriculture,98556185,2024,1
ITA,BGR,chemicals,61708418,2024,3
ITA,BGR,textiles,136857631,2024,3
ITA,BGR,other,1001002105,2024,2
ITA,ISR,energy,97458552,2024,3
ITA,ISR,semis,116416077,2024,1
ITA,ISR,pharma,117281270,2024,2
ITA,ISR,food,145759481,2024,4
ITA,ISR,industrial_metals,134057147,2024,4
ITA,ISR,vehicles,115763916,2024,3
ITA,ISR,agriculture,89662747,2024,1
ITA,ISR,chemicals,119255190,2024,1
ITA,ISR,textiles,219940663,2024,3
ITA,ISR,other,1084672509,2024,4
ITA,ZAF,energy,89663543,2024,3
ITA,ZAF,semis,89049324,2024,2
ITA,ZAF,pharma,138897350,2024,3
ITA,ZAF,food,138871164,2024,2
ITA,ZAF,industrial_metals,171250097,2024,3
ITA,ZAF,vehicles,137567097,2024,4
ITA,ZAF,agriculture,78748553,2024,2
ITA,ZAF,chemicals,89146483,2024,2
ITA,ZAF,textiles,164290093,2024,1
ITA,ZAF,other,1426009200,2024,1
ITA,AUS,energy,112570577,2024,3
ITA,AUS,semis,83504084,2024,4
ITA,AUS,pharma,86691699,2024,3
ITA,AUS,food,151864933,2024,4
ITA,AUS,industrial_metals,101540196,2024,1
ITA,AUS,vehicles,131494062,2024,4
ITA,AUS,agriculture,111799697,2024,3
ITA,AUS,chemicals,68195946,2024,2
ITA,AUS,textiles,177069543,2024,4
ITA,AUS,other,911252361,2024,1
ITA,MAR,energy,79594173,2024,2
ITA,MAR,semis,93713576,2024,1
ITA,MAR,pharma,74060239,2024,3
ITA,MAR,food,128855058,2024,4
ITA,MAR,industrial_metals,84401701,2024,1
ITA,MAR,vehicles,105985301,2024,1
ITA,MAR,agriculture,79773772,2024,4
ITA,MAR,chemicals,67236621,2024,4
ITA,MAR,textiles,124509676,2024,3
ITA,MAR,other,649181175,2024,3
CAN,USA,energy,7358845404,2024,3
CAN,USA,semis,1227692372,2024,2
CAN,USA,pharma,1185516966,2024,3
CAN,USA,food,931572203,2024,3
CAN,USA,industrial_metals,2574944440,2024,4
CAN,USA,vehicles,2167125826,2024,1
CAN,USA,agriculture,2594806612,2024,1
CAN,USA,chemicals,998773516,2024,1
CAN,USA,textiles,967186710,2024,4
CAN,USA,other,11585450150,2024,1
CAN,CHN,energy,5681042164,2024,3
